"tweet_id","emotion_relevance","emotion_category"
"528689000000000000","YES","anticipation"
"538479427621879000","YES","trust"
"522408289145856000","YES","sadness"
"529570675577466000","YES","trust"
"538695765611000000","YES","anticipation"
"484135508412000000","YES","fear"
"770165039706000000","YES","anger"
"534928911503618000","YES","sadness"
"538053000000000000","YES","anticipation"
"525971000000000000","YES","anticipation"
"484335434081000000","YES","fear"
"520065000000000000","YES","anger"
"517821532479819000","YES","sadness"
"475441387291156000","YES","disgust"
"474980093539151000","YES","disgust"
"770676128164000000","YES","anger"
"772636488383000000","YES","anger"
"480869856846577000","YES","happiness"
"532529970963152000","YES","disgust"
"476429502415781000","YES","sadness"
"772927424468000000","YES","anger"
"519177265780000000","YES","fear"
"494990790754861000","YES","trust"
"562510176469909000","YES","happiness"
"526447370339000000","YES","fear"
"526938000000000000","YES","anticipation"
"496666373289000000","YES","surprise"
"519178000000000000","NO","anger"
"536932000000000000","YES","anticipation"
"546683272336801000","NO","disgust"
"542678882210414000","YES","happiness"
"496557761782000000","YES","surprise"
"473324241043992000","YES","disgust"
"476273528804000000","YES","anticipation"
"480671441127000000","NO","fear"
"479060618658328000","NO","happiness"
"563002118018000000","YES","anticipation"
"523947317691000000","YES","fear"
"473027372393201000","NO","disgust"
"484424990884786000","YES","trust"
"522427000000000000","YES","anticipation"
"477249757262000000","YES","surprise"
"771421224275000000","YES","anger"
"487019272754000000","YES","surprise"
"472344116077000000","YES","surprise"
"547766178697863000","YES","disgust"
"507627528295419000","YES","happiness"
"511227923018000000","YES","fear"
"483024164635566000","NO","trust"
"510337719768068000","YES","sadness"
"770075425242000000","YES","anger"
"477184095428960000","YES","happiness"
"515292371387289000","YES","trust"
"474501393449906000","NO","disgust"
"527887144883212000","YES","trust"
"525982000000000000","YES","anticipation"
"529464000000000000","YES","anticipation"
"477164394779000000","YES","anticipation"
"474141132088438000","YES","disgust"
"494409632220000000","NO","surprise"
"473728228016668000","NO","happiness"
"482024351610000000","YES","surprise"
"509745530168016000","YES","trust"
"532096867123748000","YES","trust"
"473384852943675000","YES","sadness"
"539121000000000000","YES","anticipation"
"525669603758714000","YES","trust"
"526337000000000000","YES","anticipation"
"528666475909754000","YES","trust"
"501143880898000000","YES","fear"
"542473155798000000","YES","anticipation"
"543548545979006000","YES","trust"
"514495617185000000","YES","fear"
"472525335171330000","YES","disgust"
"480123123929000000","YES","fear"
"550532351533000000","YES","anticipation"
"479351485257000000","YES","anticipation"
"472389091624000000","YES","fear"
"771519097381000000","YES","anger"
"471755185472000000","YES","fear"
"546061617755348000","YES","happiness"
"494536342140000000","YES","anticipation"
"515154563331000000","YES","fear"
"472729924952793000","NO","disgust"
"522356560794644000","YES","trust"
"479671766487281000","YES","trust"
"513231462351000000","YES","fear"
"508966425625522000","NO","happiness"
"486566237594000000","NO","surprise"
"543614000000000000","YES","anticipation"
"504792115840000000","YES","anticipation"
"481937835693000000","YES","surprise"
"493928105140965000","YES","happiness"
"519954612879519000","YES","trust"
"522726000000000000","YES","anticipation"
"519220077002883000","YES","disgust"
"493869259056246000","YES","happiness"
"497465996371000000","YES","anticipation"
"547484522791464000","YES","happiness"
"493084743865000000","YES","surprise"
"492903155634405000","YES","sadness"
"506520856953380000","YES","happiness"
"514871439430676000","YES","happiness"
"481513267303436000","YES","trust"
"519219888259231000","YES","disgust"
"536269830517563000","YES","sadness"
"513251964114000000","YES","fear"
"493083611391000000","YES","fear"
"504246579495000000","YES","anticipation"
"533676605588373000","YES","happiness"
"772957487927000000","YES","anger"
"527212168098611000","YES","happiness"
"475233786008186000","YES","trust"
"526782092571860000","YES","disgust"
"527559070589255000","YES","trust"
"772498093900000000","NO","anger"
"508014691897966000","YES","sadness"
"528615000000000000","YES","anticipation"
"481910895699000000","YES","surprise"
"769912998283000000","YES","anger"
"476632905168000000","YES","fear"
"472393797620744000","YES","disgust"
"772740046999000000","YES","anger"
"528665813201338000","YES","trust"
"510000027935064000","YES","sadness"
"475127368160260000","YES","sadness"
"523415861608976000","YES","sadness"
"558711420523937000","YES","sadness"
"771726602510000000","YES","anger"
"542957056849000000","NO","surprise"
"537713000000000000","YES","anger"
"493990998721000000","YES","surprise"
"505467830829993000","YES","happiness"
"547725267436072000","YES","disgust"
"496563847705000000","YES","surprise"
"771892783821000000","YES","anger"
"535107186221805000","NO","sadness"
"488111570178678000","YES","sadness"
"483781861479000000","YES","surprise"
"520897773466845000","YES","trust"
"517579764400660000","YES","trust"
"481967632032000000","YES","surprise"
"520398563197000000","YES","anticipation"
"547389521789000000","YES","anticipation"
"498922938188000000","YES","fear"
"772140618873000000","NO","anger"
"528232000000000000","YES","anticipation"
"488332744200843000","NO","disgust"
"549239004348960000","YES","trust"
"506464829441000000","YES","fear"
"476730603082000000","YES","anticipation"
"526858000000000000","YES","anticipation"
"482010820801335000","YES","trust"
"477218933310000000","YES","anticipation"
"483041579402133000","YES","happiness"
"477063815369000000","YES","fear"
"494448488240000000","YES","fear"
"515581098890248000","NO","disgust"
"528227672015388000","YES","trust"
"560770924447023000","YES","sadness"
"472979611844743000","NO","disgust"
"559165336478429000","YES","sadness"
"480461449073000000","YES","surprise"
"510564455424741000","YES","sadness"
"476649690797000000","NO","fear"
"552191597220093000","YES","happiness"
"534736380371000000","YES","anticipation"
"493871175844000000","YES","anticipation"
"556143004894117000","YES","happiness"
"528232000000000000","YES","anticipation"
"506501114368237000","YES","trust"
"480208461251088000","YES","happiness"
"528019000000000000","YES","anticipation"
"477946791891968000","YES","sadness"
"502312741126668000","YES","sadness"
"515154101932261000","NO","disgust"
"546091015636279000","YES","disgust"
"496558126696000000","YES","surprise"
"510434075484000000","YES","surprise"
"524167455740923000","YES","happiness"
"528820616569000000","YES","anticipation"
"504387331949000000","YES","anticipation"
"524283986059591000","YES","happiness"
"508697218384000000","YES","fear"
"503316995904114000","YES","happiness"
"482778063865000000","NO","surprise"
"769643960000000000","YES","anger"
"508032257656000000","YES","fear"
"529439947514580000","YES","sadness"
"529570608460210000","YES","trust"
"488536683861000000","YES","fear"
"547469733684000000","NO","surprise"
"498272795906691000","YES","sadness"
"530273284416225000","YES","disgust"
"770342804128000000","YES","anger"
"493964071306149000","YES","happiness"
"526011032678838000","YES","trust"
"477234095727000000","YES","fear"
"486645644171000000","YES","surprise"
"522584806426000000","YES","anticipation"
"772613483645000000","YES","anger"
"771810916309000000","NO","anger"
"770315594739000000","YES","anger"
"519156990497787000","YES","disgust"
"772993860352000000","NO","anger"
"507472708121014000","YES","trust"
"480808032801013000","YES","happiness"
"484758677098725000","YES","sadness"
"524529298330000000","YES","fear"
"501809802155008000","YES","trust"
"558017875558928000","YES","happiness"
"502247507100000000","NO","fear"
"477284041507000000","YES","surprise"
"477028197373000000","NO","surprise"
"771893650612000000","NO","anger"
"500016565195000000","YES","fear"
"472125634811000000","YES","surprise"
"542017146851975000","YES","happiness"
"476434279694000000","NO","surprise"
"503064167457112000","YES","trust"
"474884056568856000","YES","disgust"
"532639161275000000","YES","anticipation"
"501415000696000000","NO","fear"
"495274795483668000","YES","trust"
"477951774720921000","YES","trust"
"475429102175000000","YES","fear"
"486432581916000000","NO","surprise"
"474002636174151000","YES","disgust"
"518933505414135000","NO","disgust"
"525040277795262000","YES","happiness"
"520878655804000000","YES","fear"
"519512424211000000","YES","fear"
"511202551685857000","NO","happiness"
"484644713677000000","YES","surprise"
"770262710915000000","YES","anger"
"509965257159000000","YES","anticipation"
"533935226393620000","YES","sadness"
"477257881630000000","NO","surprise"
"476486356185530000","YES","happiness"
"557320000000000000","NO","anger"
"475169533460639000","YES","happiness"
"771513000000000000","YES","anger"
"475127368160260000","NO","sadness"
"475012729410000000","YES","fear"
"525374115047000000","YES","fear"
"523151641445277000","YES","sadness"
"546840978158796000","NO","disgust"
"511938169689000000","YES","fear"
"485124269430000000","NO","surprise"
"502214569268236000","YES","sadness"
"474269792367439000","YES","sadness"
"482188898374672000","YES","sadness"
"485148768338000000","YES","fear"
"477069154747695000","YES","sadness"
"505850179367362000","YES","trust"
"478211867697901000","YES","happiness"
"472666595169300000","NO","sadness"
"550805170058000000","YES","anticipation"
"540915068314000000","YES","anticipation"
"484799953257000000","YES","surprise"
"512052393149000000","YES","fear"
"487465000000000000","YES","anger"
"503495711036436000","YES","trust"
"493086610314000000","YES","surprise"
"476389044151000000","YES","anticipation"
"481056276873000000","YES","anticipation"
"770581618935000000","YES","anger"
"476291459461959000","NO","disgust"
"772562558692000000","YES","anger"
"480869856846577000","YES","happiness"
"498193687139000000","YES","fear"
"525754710369000000","YES","anticipation"
"495881220539000000","NO","surprise"
"528557000000000000","YES","anticipation"
"772112528810000000","YES","anger"
"528971393400987000","YES","sadness"
"505807000000000000","YES","anger"
"480722624184463000","YES","happiness"
"498259646746882000","YES","trust"
"472179313488314000","YES","disgust"
"482014033630000000","YES","surprise"
"484484617097846000","YES","sadness"
"771457550697000000","YES","anger"
"482305382564364000","YES","sadness"
"769687258622000000","NO","anger"
"772713508539000000","YES","anger"
"486613767422000000","NO","surprise"
"526823000000000000","YES","anticipation"
"510500093833654000","NO","disgust"
"479306421667123000","YES","sadness"
"488324099752484000","YES","trust"
"512268559196487000","YES","happiness"
"472257512105000000","YES","surprise"
"481025561989357000","YES","trust"
"472124816904826000","YES","disgust"
"475302388049000000","YES","fear"
"481963991393000000","NO","surprise"
"546644156240904000","NO","disgust"
"471933778953117000","YES","sadness"
"525319257752000000","YES","fear"
"499040139625000000","YES","trust"
"475756354347737000","YES","disgust"
"479765035255103000","YES","disgust"
"482018710258000000","YES","surprise"
"505027915440865000","YES","sadness"
"472899441952047000","YES","disgust"
"500853937050632000","YES","trust"
"526484053709434000","YES","happiness"
"471745303701000000","YES","fear"
"503702142092000000","YES","fear"
"522894018900799000","YES","trust"
"528243648131895000","YES","trust"
"524173101261549000","YES","sadness"
"513828932584000000","YES","fear"
"475678076060176000","YES","sadness"
"770661764795000000","YES","anger"
"515806000000000000","YES","anger"
"770549194227000000","YES","anger"
"772921911970000000","NO","anger"
"477308590764875000","NO","sadness"
"477232929727209000","YES","trust"
"474474835100196000","NO","disgust"
"528231000000000000","YES","anticipation"
"563194435228291000","YES","trust"
"549848478651000000","YES","anticipation"
"527400000000000000","YES","anticipation"
"528315000000000000","YES","anticipation"
"520565085463000000","YES","fear"
"484754507985723000","YES","sadness"
"542392000000000000","YES","anticipation"
"474304672170541000","YES","disgust"
"530507813123264000","YES","trust"
"519529595675000000","YES","fear"
"519108718248484000","NO","disgust"
"475026440594157000","YES","happiness"
"514865336714133000","YES","happiness"
"515129020028000000","YES","fear"
"514612780867940000","YES","sadness"
"477847374279503000","YES","happiness"
"547484522791464000","YES","happiness"
"562907771306528000","YES","happiness"
"517214276973379000","NO","disgust"
"512648034673000000","YES","fear"
"529570805588303000","YES","trust"
"546840680346439000","YES","disgust"
"523553715815317000","NO","disgust"
"531225542431752000","YES","trust"
"497840421872000000","YES","fear"
"508211710952341000","YES","sadness"
"497037388825000000","YES","surprise"
"476193044333465000","YES","disgust"
"527760694994000000","YES","fear"
"541688000000000000","YES","anger"
"514088635465859000","NO","disgust"
"517792197547393000","YES","sadness"
"480871312270000000","YES","fear"
"483041415808000000","YES","fear"
"506593145799581000","NO","sadness"
"527281189569036000","YES","trust"
"476880813695705000","YES","sadness"
"771307138380000000","YES","anger"
"508394351894867000","YES","sadness"
"512308090516000000","YES","fear"
"547813150725517000","YES","disgust"
"515581660893421000","NO","disgust"
"515711705314127000","NO","trust"
"511634602721000000","YES","anticipation"
"478525706507000000","YES","fear"
"539526409749000000","YES","anticipation"
"506222205765000000","YES","fear"
"518803247075962000","NO","disgust"
"539077640192131000","NO","sadness"
"497763200546000000","YES","fear"
"494280065945849000","NO","trust"
"526448553137000000","YES","fear"
"546061617755348000","NO","happiness"
"480828714948000000","YES","surprise"
"495358727714000000","YES","surprise"
"511186785293000000","YES","fear"
"542600293524000000","YES","anticipation"
"493961361782000000","YES","fear"
"476606602674315000","YES","trust"
"771472827095000000","NO","anger"
"493531877622000000","YES","fear"
"514149327078000000","YES","fear"
"546022153519251000","YES","happiness"
"476534171255000000","YES","surprise"
"544841356279955000","YES","happiness"
"546353298023133000","NO","disgust"
"771906225374000000","YES","anger"
"538705000000000000","YES","anticipation"
"484531773646000000","YES","surprise"
"772141179564000000","YES","anger"
"472793565131595000","YES","disgust"
"769837393323000000","YES","anger"
"522193255564206000","YES","trust"
"519091202839154000","YES","disgust"
"769974935721000000","YES","anger"
"476881216369876000","YES","sadness"
"475062910096392000","YES","disgust"
"481454777717366000","YES","trust"
"537293000000000000","YES","anticipation"
"483669110174000000","YES","surprise"
"473294834791219000","NO","trust"
"560543215674093000","YES","disgust"
"528930000000000000","YES","anticipation"
"557015256548265000","YES","happiness"
"484568910029524000","YES","sadness"
"553945281869000000","YES","anticipation"
"772181880712000000","YES","anger"
"503052725404176000","YES","sadness"
"477113434019225000","YES","trust"
"472744143622377000","YES","disgust"
"518846498755211000","NO","disgust"
"496131469501000000","NO","surprise"
"562279355535994000","YES","happiness"
"486382338339651000","YES","sadness"
"480543644844000000","YES","fear"
"524286204863201000","YES","happiness"
"507570020164000000","YES","fear"
"770755856036000000","YES","anger"
"476865701610000000","YES","fear"
"509441132741140000","NO","trust"
"546358096319000000","YES","anticipation"
"475261590053605000","YES","disgust"
"772908488046000000","YES","anger"
"772809441964000000","YES","anger"
"553236297716748000","YES","trust"
"770232171584000000","NO","anger"
"542428000000000000","YES","anticipation"
"520132552062000000","YES","fear"
"475419409159159000","YES","trust"
"480769348747816000","YES","trust"
"770790711181000000","YES","anger"
"473899498222006000","YES","trust"
"505836589809815000","NO","disgust"
"544949061816958000","YES","happiness"
"493210300351385000","YES","trust"
"476643109904719000","YES","disgust"
"521705269269504000","YES","disgust"
"472495324931000000","YES","fear"
"523230079108000000","YES","fear"
"522026771060000000","YES","fear"
"549442985939570000","YES","sadness"
"471951680217415000","YES","disgust"
"528346000000000000","YES","anticipation"
"501869977800941000","YES","sadness"
"516361092625207000","YES","happiness"
"506109509006000000","YES","anticipation"
"770991336032000000","YES","anger"
"499312450614000000","YES","fear"
"530840027170095000","YES","trust"
"521448078734000000","YES","anticipation"
"545443872248053000","YES","happiness"
"528450000000000000","YES","anticipation"
"514221309719363000","YES","trust"
"475941293789000000","YES","anticipation"
"477666243265036000","YES","happiness"
"519114787389583000","YES","disgust"
"495322593764000000","YES","surprise"
"497032544412774000","YES","sadness"
"480876399952000000","YES","fear"
"495587891884000000","YES","fear"
"528217000000000000","NO","anticipation"
"528280000000000000","YES","anticipation"
"478779889680515000","YES","sadness"
"481114158294000000","YES","surprise"
"525423150650000000","YES","fear"
"497830000000000000","YES","anger"
"771485086370000000","NO","anger"
"476424918025000000","NO","fear"
"520789459734781000","YES","happiness"
"494291000000000000","NO","anger"
"498700312903819000","YES","sadness"
"547562218078752000","YES","happiness"
"481159884596000000","YES","surprise"
"494407396643000000","YES","anticipation"
"477826755073000000","YES","fear"
"560118194275246000","NO","sadness"
"472034089923391000","NO","disgust"
"501081092128899000","YES","trust"
"495174778102104000","YES","trust"
"769929140854000000","YES","anger"
"772751974131000000","YES","anger"
"502910832087285000","YES","trust"
"477533938140000000","YES","surprise"
"501486693921193000","YES","trust"
"546841330463563000","NO","disgust"
"512909989925000000","YES","fear"
"518745000000000000","YES","anticipation"
"472854990684299000","YES","happiness"
"527918000000000000","YES","anticipation"
"477946791891968000","NO","sadness"
"528997200978669000","YES","trust"
"476892612285000000","NO","fear"
"495954226585927000","YES","trust"
"472618184478953000","NO","sadness"
"518802898948751000","NO","disgust"
"497594136548000000","YES","fear"
"479948036928733000","YES","trust"
"533326188279000000","YES","anticipation"
"472216902849544000","YES","happiness"
"476205929210000000","YES","surprise"
"772771629944000000","YES","anger"
"521808851797278000","YES","sadness"
"519217099080609000","NO","disgust"
"477824217548000000","YES","fear"
"476355762340364000","YES","disgust"
"769739071330000000","YES","anger"
"518972185277247000","YES","sadness"
"543665046954315000","NO","happiness"
"493391561398000000","YES","fear"
"529115572621934000","YES","sadness"
"475437935399952000","YES","sadness"
"476880834658861000","YES","sadness"
"544321946284879000","YES","happiness"
"772572903615000000","NO","anger"
"501129955808000000","YES","fear"
"529750170825936000","NO","disgust"
"537672000000000000","YES","anticipation"
"512415812851000000","YES","fear"
"504432655601922000","YES","trust"
"771989395382000000","NO","anger"
"528215000000000000","YES","anticipation"
"484053983721000000","YES","fear"
"770403245777000000","YES","anger"
"503263946376085000","YES","trust"
"509302875916000000","YES","fear"
"513686041040000000","YES","fear"
"474605848371527000","YES","trust"
"498424747152000000","YES","fear"
"475231277839179000","YES","trust"
"518910080217931000","YES","sadness"
"473482626373005000","YES","disgust"
"507441900958142000","YES","sadness"
"504029117453000000","YES","fear"
"528191160586883000","YES","happiness"
"482167666770000000","YES","anticipation"
"488405884474000000","YES","anticipation"
"525980000000000000","YES","anticipation"
"519220072808587000","YES","disgust"
"501525008897044000","YES","sadness"
"474543231603000000","YES","fear"
"520394670874980000","YES","happiness"
"493094403348000000","YES","surprise"
"545098743977000000","NO","anticipation"
"481910153303000000","YES","surprise"
"527899035702000000","YES","fear"
"526491301458374000","YES","sadness"
"514566857434000000","YES","fear"
"483016778470000000","YES","surprise"
"479640086909173000","YES","happiness"
"772195117533000000","NO","anger"
"500422968091000000","YES","fear"
"477308590764875000","YES","sadness"
"475686087201808000","YES","disgust"
"516786084681000000","YES","anticipation"
"474919410369449000","YES","disgust"
"518804136293584000","YES","disgust"
"519219879870623000","YES","disgust"
"531802917712723000","YES","trust"
"547930226307510000","NO","disgust"
"474475715908231000","YES","disgust"
"518967189848612000","NO","disgust"
"471757358113000000","YES","fear"
"478245396943495000","YES","sadness"
"527787000000000000","YES","anticipation"
"493531886011000000","YES","fear"
"474247776462000000","YES","anticipation"
"501007914145177000","NO","sadness"
"494395233158000000","YES","anticipation"
"529293734072967000","YES","trust"
"506565836673277000","YES","sadness"
"499688801342000000","YES","anticipation"
"558684350473000000","YES","surprise"
"475659860185329000","YES","happiness"
"504371683026000000","YES","fear"
"500819644387581000","YES","trust"
"558091816965509000","YES","sadness"
"516547994993164000","YES","sadness"
"481399647765000000","YES","fear"
"527473645216473000","YES","sadness"
"481000714961825000","YES","trust"
"538356000000000000","YES","anger"
"477317684008000000","YES","fear"
"492891411588000000","YES","fear"
"475278627341611000","YES","disgust"
"547798718112489000","YES","disgust"
"546062909588389000","YES","happiness"
"483438457016963000","YES","trust"
"504432219419451000","YES","trust"
"511498719855000000","YES","fear"
"543839000000000000","YES","anticipation"
"535036000000000000","YES","anger"
"530464007816503000","YES","sadness"
"499768526639000000","YES","fear"
"494990744651051000","YES","trust"
"524881000000000000","NO","anger"
"482201003132000000","NO","surprise"
"493842189018000000","YES","surprise"
"474306437993078000","YES","disgust"
"477881889206726000","YES","sadness"
"476121590175137000","YES","disgust"
"475971803173494000","YES","disgust"
"521704975634677000","YES","disgust"
"477309287040307000","YES","trust"
"483358752637000000","YES","surprise"
"546100092101754000","YES","disgust"
"521322455114481000","YES","happiness"
"475974751760830000","YES","happiness"
"557015424328810000","YES","happiness"
"537674000000000000","YES","anticipation"
"500767165289877000","YES","trust"
"501914202547000000","YES","fear"
"770462850704000000","NO","anger"
"510493940781000000","YES","fear"
"485239138833031000","YES","trust"
"478595499688091000","YES","sadness"
"531926268024205000","YES","trust"
"480208461251088000","YES","happiness"
"527136469316427000","YES","trust"
"557964624675368000","YES","trust"
"507446581797195000","YES","sadness"
"471878909034627000","YES","disgust"
"482021373650000000","NO","surprise"
"525310101591000000","YES","anticipation"
"475270737830617000","YES","disgust"
"769976213943000000","YES","anger"
"504750609020000000","YES","fear"
"532988043482136000","YES","happiness"
"528359000000000000","YES","anticipation"
"772342526272000000","NO","anger"
"481732818112765000","NO","trust"
"525031092261000000","YES","fear"
"475974030357315000","YES","disgust"
"546782907998543000","YES","happiness"
"473823975600967000","YES","happiness"
"523506000000000000","YES","anticipation"
"516983535706447000","YES","trust"
"551870779110000000","YES","anticipation"
"478500192535445000","YES","happiness"
"479792440841216000","YES","happiness"
"513804752401000000","YES","fear"
"497029004433000000","YES","anticipation"
"771745712380000000","YES","anger"
"517292932760494000","YES","disgust"
"771486751018000000","YES","anger"
"482713966482000000","NO","surprise"
"500044209865232000","YES","sadness"
"482317202134421000","YES","happiness"
"500103743807832000","YES","trust"
"546145956819767000","YES","sadness"
"506477613712000000","YES","fear"
"495186786390000000","YES","fear"
"473885757686697000","NO","happiness"
"770067712555000000","YES","anger"
"473799111775000000","YES","fear"
"543774992262000000","YES","anticipation"
"477134317450000000","YES","surprise"
"770589541044000000","YES","anger"
"523558828676000000","YES","anticipation"
"476876774572000000","YES","surprise"
"515990660059000000","YES","fear"
"510942982967951000","YES","sadness"
"560515260621135000","YES","happiness"
"518803494556663000","YES","disgust"
"512104863896000000","YES","anticipation"
"523192636543000000","YES","fear"
"528542000000000000","YES","anticipation"
"471921661580000000","YES","anticipation"
"479513821594136000","YES","happiness"
"493870727058440000","YES","happiness"
"546110011622326000","NO","disgust"
"538482845975465000","YES","happiness"
"516676453950173000","NO","trust"
"562454731969142000","YES","happiness"
"525607000000000000","YES","anticipation"
"473983141049139000","YES","trust"
"523058611757000000","YES","anticipation"
"557015902483644000","YES","happiness"
"770223535147000000","YES","anger"
"521971255218000000","YES","fear"
"476090187412283000","YES","disgust"
"546175191101886000","NO","disgust"
"772526988490000000","YES","anger"
"486625322750586000","YES","happiness"
"520977922417000000","YES","fear"
"544457000000000000","YES","anticipation"
"472804885545488000","YES","happiness"
"546683414926327000","NO","disgust"
"546486000000000000","YES","anticipation"
"560397291639414000","YES","happiness"
"501503349507000000","NO","fear"
"475293655503000000","YES","anticipation"
"555148652847439000","YES","happiness"
"497571571171852000","YES","happiness"
"519064405427126000","YES","disgust"
"520435000000000000","YES","anger"
"519134177669574000","YES","disgust"
"543755606168000000","YES","anticipation"
"479057447756500000","YES","trust"
"486639696631000000","YES","surprise"
"543539000000000000","YES","anticipation"
"495178129343000000","YES","anticipation"
"520305000000000000","YES","anticipation"
"511957362836373000","YES","happiness"
"498280144331882000","YES","happiness"
"524996157937000000","YES","fear"
"479053484163993000","NO","happiness"
"473864400307486000","YES","disgust"
"528014039339651000","YES","trust"
"512742142285000000","YES","fear"
"500464609162436000","YES","trust"
"473256331085090000","NO","disgust"
"770021494118000000","YES","anger"
"535496916768161000","YES","sadness"
"473919299556769000","YES","happiness"
"497583671776256000","YES","happiness"
"506879222489419000","YES","trust"
"474334191686000000","YES","fear"
"482576582071000000","YES","surprise"
"512882991191000000","YES","fear"
"516369724486000000","YES","anticipation"
"478784851564000000","YES","fear"
"475621025129000000","YES","fear"
"475239825839112000","YES","disgust"
"515760896103000000","YES","anticipation"
"528478839538601000","YES","trust"
"772088812844000000","NO","anger"
"529310817464770000","YES","sadness"
"772458307865000000","YES","anger"
"557459915707392000","YES","happiness"
"562684252681416000","YES","happiness"
"546841317893230000","YES","disgust"
"519991000000000000","YES","anticipation"
"770033799523000000","YES","anger"
"509830372528357000","YES","trust"
"501763635447000000","YES","fear"
"482657796362000000","YES","surprise"
"546684773868244000","YES","disgust"
"496146413819000000","YES","surprise"
"481950598968000000","YES","surprise"
"475996985775000000","YES","anticipation"
"512172220240000000","YES","anticipation"
"546756672639623000","YES","disgust"
"769806083704000000","YES","anger"
"481862531162468000","YES","sadness"
"475442951758155000","YES","disgust"
"533577557091045000","YES","disgust"
"480168858633000000","YES","surprise"
"547864606417231000","NO","disgust"
"484064750473000000","YES","surprise"
"476476868686643000","YES","disgust"
"514895342765371000","YES","sadness"
"499195819606548000","YES","happiness"
"558010183227000000","YES","anticipation"
"481613871862000000","YES","fear"
"483809778750078000","NO","trust"
"515581451203407000","NO","disgust"
"523235477189000000","YES","anticipation"
"498847176463000000","YES","fear"
"472394355480000000","YES","anticipation"
"472655828365742000","NO","disgust"
"496699411817000000","NO","surprise"
"517405679825342000","NO","sadness"
"484792487413000000","YES","fear"
"518802265612632000","YES","disgust"
"508940697748000000","YES","anticipation"
"495950061671440000","YES","trust"
"529879942574505000","YES","trust"
"563017934734655000","YES","happiness"
"496969994757000000","YES","surprise"
"540629000000000000","YES","anticipation"
"496929205138000000","NO","surprise"
"493816301753000000","YES","surprise"
"519149398819758000","YES","disgust"
"557015067804598000","YES","happiness"
"518481409758208000","YES","trust"
"501654705164914000","YES","trust"
"531880000000000000","YES","anger"
"473179055219417000","YES","happiness"
"772293128254000000","YES","anger"
"472374541558000000","YES","fear"
"474859071100000000","NO","fear"
"486605286556000000","YES","surprise"
"473002823131463000","YES","disgust"
"476985713251000000","YES","fear"
"478288166260981000","YES","trust"
"770013434352000000","YES","anger"
"472632059240796000","YES","sadness"
"771211951704000000","YES","anger"
"479687545493000000","YES","surprise"
"525601781879816000","YES","happiness"
"471781936751325000","YES","disgust"
"515619384476188000","YES","trust"
"494003401270000000","YES","surprise"
"561262249377951000","YES","happiness"
"482820506002000000","NO","surprise"
"505870190391730000","YES","sadness"
"505752548541000000","YES","fear"
"478794376844308000","YES","happiness"
"770812038319000000","YES","anger"
"477390694286237000","YES","happiness"
"531860442587873000","YES","trust"
"474498394497372000","YES","disgust"
"522247706002000000","YES","fear"
"528443779355668000","YES","trust"
"771362974645000000","NO","anger"
"501463906272000000","YES","anticipation"
"482808023761000000","NO","surprise"
"500194894422343000","YES","trust"
"483140695005000000","YES","fear"
"508292359021277000","YES","sadness"
"493042465273020000","YES","trust"
"506432201970286000","YES","sadness"
"770607459363000000","YES","anger"
"484791988266000000","YES","fear"
"494819143070000000","YES","surprise"
"500244949238000000","YES","fear"
"484500735796000000","YES","surprise"
"525702910706000000","YES","anticipation"
"557608104633053000","YES","sadness"
"528234000000000000","YES","anticipation"
"475982964221046000","YES","disgust"
"476649304917000000","YES","anticipation"
"550359219083000000","YES","anticipation"
"528359000000000000","YES","anticipation"
"493503264092983000","YES","happiness"
"502685950317559000","YES","happiness"
"479229577827000000","YES","fear"
"476824534554000000","YES","fear"
"772981174147000000","YES","anger"
"505212632589000000","YES","anticipation"
"558710778774028000","YES","sadness"
"507418198967000000","YES","fear"
"475690675741000000","NO","surprise"
"502616245154639000","YES","disgust"
"486630121034000000","YES","surprise"
"481297780715958000","YES","sadness"
"554868993446903000","YES","sadness"
"516767197696233000","YES","trust"
"498369965334880000","YES","sadness"
"523125000000000000","YES","anticipation"
"485413869356000000","NO","fear"
"475559092045000000","YES","fear"
"476494333743333000","YES","sadness"
"544538829559000000","YES","anticipation"
"510135654970171000","YES","trust"
"472869398127000000","NO","surprise"
"515681183335000000","YES","anticipation"
"769862282025000000","YES","anger"
"522026397750000000","YES","fear"
"773047443215000000","YES","anger"
"547904234210213000","YES","happiness"
"552949600257000000","YES","anticipation"
"501428472775000000","YES","surprise"
"546841309508820000","NO","disgust"
"472038615548456000","YES","disgust"
"473939025338720000","YES","disgust"
"503519677264310000","NO","trust"
"514862000000000000","YES","anger"
"528460000000000000","YES","anticipation"
"513727000000000000","YES","anger"
"481962032658000000","YES","surprise"
"494019561927000000","NO","surprise"
"525040198129000000","YES","fear"
"475799551501008000","YES","happiness"
"526491234362064000","YES","sadness"
"496061571433779000","NO","disgust"
"525340715791000000","YES","anticipation"
"526763272730000000","YES","fear"
"479358074504000000","YES","fear"
"494807575180000000","YES","anticipation"
"506152039236000000","YES","fear"
"495179781915000000","NO","surprise"
"546744521724137000","NO","disgust"
"772537589979000000","YES","anger"
"505498893850000000","YES","fear"
"520008471954000000","YES","fear"
"502535085389000000","YES","anticipation"
"769651565213000000","YES","anger"
"499793549877993000","YES","trust"
"476366730449530000","YES","disgust"
"498349828498145000","YES","happiness"
"511259363508363000","NO","trust"
"474668305769582000","YES","sadness"
"519069207896412000","NO","disgust"
